"F [MHz]","mag(Z(Port1,Port1)) [mOhm]","mag(Z(Port2,Port2)) [mOhm]"
0.00514000397848341,0.782962247715601,0.787040053068204
0.00517947467923121,0.782914539819941,0.786991959721864
0.00521924848017583,0.782865926454809,0.786942961543984
0.00525932770885967,0.782816844302878,0.786893479130878
0.00529971471069858,0.782766929445961,0.786843161098596
0.00534041184911917,0.782716084598567,0.786791913164285
0.00538142150569706,0.782664749485175,0.786740158800116
0.00542274608029629,0.782612527803677,0.786687515410771
0.00546438799120973,0.782559351276154,0.786633916652562
0.00550634967530059,0.782505662042883,0.786579788279503
0.00554863358814509,0.782451029372146,0.786524714510933
0.00559124220417607,0.782395416683661,0.786468659532532
0.00563417801682784,0.782339267847168,0.786412050736498
0.0056774435386821,0.782282115557079,0.78635443705947
0.00572104130161496,0.782223957772569,0.786295815983265
0.00576497385694511,0.78216523935687,0.786236615788122
0.00580924377558309,0.782105454170024,0.786176347996177
0.00585385364818182,0.782044637743195,0.786115046275276
0.0058988060852881,0.78198323510844,0.786053139022375
0.00594410371749547,0.781920698936126,0.785990098051082
0.00598974919559807,0.781857105534735,0.785925996306286
0.00603574519074585,0.781792899220239,0.785861261438133
0.00608209439460079,0.781727488991369,0.785795323195061
0.00612879951949449,0.781660995308336,0.785728297027023
0.00617586329858686,0.781593860833012,0.785660608938492
0.00622328848602607,0.781525448305331,0.785591644111927
0.00627107785710972,0.781455925901858,0.785521563934664
0.00631923420844725,0.781385733586002,0.785450791760311
0.0063677603581236,0.781314185171549,0.785378665631574
0.00641665914586411,0.781241500274086,0.785305396477602
0.00646593343320071,0.781168115078934,0.785231403939387
0.00651558610363938,0.781093291637565,0.785155976198741
0.00656562006282888,0.781017304966768,0.785079377531333
0.00661603823873079,0.780940586284344,0.785002022715322
0.00666684358179086,0.780862342942147,0.784923147267253
0.00671803906511166,0.780782909524081,0.784843072796264
0.00676962768462656,0.780702710981254,0.784762207975505
0.00682161245927508,0.780620896956083,0.784679732744018
0.00687399643117951,0.78053786591212,0.78459603021329
0.00692678266582298,0.780454035206622,0.784511501652923
0.0069799742522288,0.780368493573257,0.784425268379735
0.00703357430314129,0.780281707949032,0.784337779386453
0.00708758595520788,0.780194086628632,0.784249427141684
0.0071420123691627,0.780104654158525,0.784159271191514
0.00719685673001152,0.780013950717353,0.784067830984218
0.00725212224721817,0.77992237397675,0.783975488698248
0.0073078121548923,0.779828880917377,0.783881238849869
0.00736392971197872,0.779734089940737,0.78378567613351
0.007420478202448,0.779638386453934,0.78368917082474
0.00747746093548878,0.779540656347198,0.783590649076193
0.00753488124570129,0.779441601431612,0.78349078579581
0.00759274249329259,0.779341593120288,0.783389937680483
0.00765104806427317,0.779239442592456,0.783286959040019
0.00770980137065506,0.779135940471173,0.78318261018918
0.00776900585065158,0.77903144232626,0.783077232468381
0.00782866496887846,0.778924680884954,0.782969604763074
0.00788878221655667,0.77881654121757,0.782860578174433
0.00794936111171662,0.77870736108521,0.782750476817411
0.00801040519940415,0.778595790937645,0.782638000491006
0.0080719180518879,0.778482816120944,0.782524096655132
0.00813390326886839,0.77836875451319,0.782409070207311
0.00819636447768867,0.778252170366551,0.78229153811793
0.00825930533354657,0.778134155323894,0.782172549969981
0.00832272951970865,0.778015005225721,0.782052389360769
0.00838664074772569,0.777893194108755,0.781929586592674
0.00845104275764991,0.777769926118404,0.781805299320181
0.00851593931825384,0.777645472798098,0.781679787659898
0.00858133422725086,0.777518213861261,0.781551491345698
0.00864723131151745,0.777389472373868,0.781421682213854
0.00871363442731711,0.777259493186131,0.781290594601044
0.00878054746052606,0.777126557533546,0.781156573725927
0.00884797432686062,0.776992113982339,0.781021011870633
0.00891591897210636,0.776856378196027,0.780884115213269
0.00898438537234902,0.776717528731482,0.780744130450938
0.00905337753420715,0.776577146356428,0.780602576731899
0.0091228994950666,0.776435414982041,0.780459629571802
0.00919295532331682,0.776290406233474,0.78031343312011
0.00926354911858887,0.776143839947805,0.780165639927401
0.00933468501199538,0.7759958655718,0.780016392264249
0.00940636716637227,0.775844443543963,0.779863727701809
0.00947859977652238,0.775691439750685,0.779709438808191
0.00955138706946096,0.775536966394333,0.779553631951509
0.00962473330466298,0.775378868449623,0.779394234093927
0.00969864277431243,0.775219164928732,0.779233184520918
0.0097731198035535,0.775057927878202,0.779070550927364
0.00984816875074368,0.774892882634963,0.778904145711463
0.00992379400770878,0.774726208394783,0.77873606158779
0.01,0.774557934116085,0.778566324761822
0.0100767911871528,0.774385661311067,0.778392629125845
0.0101541720629481,0.774211736503112,0.778217227587949
0.0102321471556749,0.774036093981534,0.778040055316558
0.0103107210283956,0.77385635296391,0.777858823770057
0.0103898982792128,0.773674888790206,0.777675812854879
0.0104696835415386,0.773491583380898,0.777490907402126
0.0105500814843655,0.773304079104919,0.777301841677432
0.0106310968125399,0.773114777742593,0.777110920246478
0.0107127342670371,0.772923505672421,0.776917974590576
0.0107949986252389,0.772727934126665,0.776720767300116
0.0108778947012134,0.772530488712395,0.776521625026711
0.0109614273459964,0.772330937043431,0.776320322847605
0.0110456014478753,0.772126985231609,0.776114657449641
0.0111304219326752,0.771921079817082,0.775906974766315
0.0112158937640474,0.771712926491261,0.775696990443175
0.0113020219437596,0.771500272437301,0.775482541274202
0.0113888115119884,0.771285582043501,0.775265989393789
0.011476267547615,0.771068495894752,0.775046988040755
0.0115643951685215,0.770846808732507,0.774823420350573
0.011653199531891,0.770622999378486,0.774597661314791
0.0117426858345093,0.770396640229509,0.774369298865585
0.0118328593130688,0.770165580263386,0.774136268886942
0.0119237252444751,0.769932309072452,0.773900955670801
0.0120152889461558,0.769696327859279,0.773662878983731
0.0121075557763718,0.769455546716493,0.773420034096845
0.0122005311345305,0.769212462060722,0.773174810694243
0.012294220461502,0.768966501016977,0.772926657737916
0.0123886292399378,0.768715641823927,0.772673636601979
0.0124837629945909,0.768462383496285,0.77241813824512
0.0125796272926398,0.768206076365168,0.77215953829735
0.012676227744014,0.76794477398694,0.771895971115852
0.0127735700017223,0.767680973432947,0.771629824472183
0.0128716597621835,0.767413945777916,0.771360398413711
0.01297050276556,0.767141827099577,0.771085907177283
0.0130701047960937,0.766867107719121,0.770808730644625
0.0131704716824441,0.766588977248033,0.7705280912908
0.0132716092980299,0.766305661540297,0.770242290139569
0.0133735235613723,0.766019639045359,0.769953694193229
0.0134762204364417,0.765730016047468,0.769661446692029
0.0135797059330065,0.765435115363435,0.769363942315759
0.0136839861069847,0.765137398188149,0.769063529911124
0.0137890670607985,0.764835886002289,0.768759272235877
0.0138949549437314,0.764529005697557,0.768449664361588
0.0140016559522878,0.764219195503185,0.768137031417034
0.014109176330556,0.763905391116537,0.767820354918338
0.0142175223705732,0.763586130386146,0.767498236846288
0.014326700412694,0.763263822632543,0.767172972820554
0.0144367168459614,0.762937317314126,0.766843462872877
0.0145475781084805,0.762605269863503,0.766508422146148
0.0146592906877954,0.762270054461289,0.766170110653387
0.0147718611212688,0.761930434540265,0.765827347407018
0.0148852959964647,0.761585189326257,0.765478966511689
0.0149996019515337,0.761236651380324,0.765127186080671
0.0151147856756015,0.760883499083907,0.76477074528354
0.0152308539091605,0.760524641150774,0.76440860249311
0.0153478134444641,0.760162361820017,0.764042927392508
0.0154656711259242,0.759795256238512,0.763672381349371
0.0155844338505117,0.759422367652445,0.763296051638893
0.0157041085681602,0.759045925100886,0.762916052811295
0.0158247022821729,0.758664443247934,0.762530971427104
0.0159462220496317,0.758277104169221,0.762140027524535
0.0160686749818111,0.757886074601485,0.761745273629224
0.0161920682445937,0.757489792644156,0.761345225604208
0.0163164090588899,0.75708758247668,0.760939239136451
0.0164417047010603,0.756681541335979,0.760529297711692
0.0165679625033413,0.756270035888299,0.760113851849232
0.0166951898542749,0.755852534581011,0.759692394607825
0.01682339419914,0.755431057849395,0.759266833349237
0.0169525830403893,0.755003907439472,0.758835560001512
0.0170827639380871,0.754570696904456,0.75839820533876
0.0172139445103528,0.754133362519627,0.757956593540045
0.0173461324338061,0.753690149219872,0.757509066163253
0.0174793354440164,0.753240814881309,0.757055390572179
0.0176135613359552,0.752787204319845,0.756597300629004
0.017748817964453,0.752327515458797,0.756133097544185
0.017885113244658,0.751861647957861,0.755662682294771
0.0180224551525,0.751391347931774,0.755187691428215
0.0181608517251569,0.750914778043934,0.754706397716968
0.0183003110615251,0.75043197509269,0.754218830690883
0.0184408413226931,0.749944579419868,0.753726522777122
0.0185824507324198,0.74945073228111,0.753227732308944
0.018725147577615,0.748950600654995,0.752722609983345
0.0188689402088247,0.748445712250513,0.752212577536011
0.0190138370407198,0.747934203155544,0.751695895191504
0.0191598465525886,0.747416360835343,0.751172824775832
0.0193069772888325,0.746893593909117,0.750644671102739
0.0194552378594667,0.746364052056382,0.750109715161116
0.0196046369406237,0.745828130569679,0.749568316887244
0.0197551832750607,0.745287112934941,0.749021658396998
0.0199068856726721,0.74473918401869,0.748468063095447
0.0200597530110042,0.744184830910137,0.7479079726652
0.0202137942357749,0.743625206513103,0.747342441349058
0.0203690183613977,0.743058555476873,0.746769859614437
0.0205254344715087,0.742485436971565,0.746190730843986
0.0206830517194982,0.741906868511416,0.745605976897962
0.0208418793290466,0.741321182537843,0.745014083269129
0.0210019265946639,0.740728986344946,0.744415590866948
0.021163202882234,0.74013115815132,0.743811285511541
0.0213257176295624,0.739526149732606,0.743199779235168
0.0214894803469284,0.738914588046535,0.742581621767425
0.0216545006176422,0.738297209055389,0.741957460219516
0.0218207880986052,0.737672619340077,0.741326068509399
0.0219883525208755,0.737041431986447,0.740687971510819
0.0221572036902368,0.736404238931869,0.740043676122584
0.0223273514877728,0.735759841181685,0.739392157618631
0.0224988058704453,0.73510879892638,0.738733876895738
0.0226715768716766,0.734451559660288,0.738069200447223
0.0228456746019369,0.733787162906314,0.737397348814556
0.0230211092493359,0.733116070953084,0.736718673860435
0.023197891080219,0.732438587935986,0.736033403034932
0.0233760304397683,0.731754040799293,0.735341050735837
0.0235555377526073,0.731062742387824,0.734641808338891
0.0237364235234119,0.730364856330051,0.733935767304028
0.0239186983375245,0.729660050982573,0.733222789540026
0.0241023728615734,0.72894843116932,0.732502847484732
0.0242874578440974,0.728230024819895,0.731775901640464
0.0244739641161747,0.72750490106846,0.7310422203909
0.0246619025920564,0.72677289060578,0.730301491322416
0.0248512842698056,0.726033892639997,0.72955355116372
0.0250421202319407,0.72528844219451,0.728799139374953
0.0252344216460842,0.724536021544361,0.728037584754103
0.0254281997656159,0.723776410589923,0.727268609845839
0.0256234659303321,0.723010681367352,0.726493495701005
0.0258202315671081,0.722237884786422,0.725711129854137
0.026018508190568,0.72145769353568,0.724921132894289
0.026218307403758,0.720671794078617,0.724125404185818
0.0264196408988253,0.719878713779263,0.723322298415131
0.0266225204577025,0.719078033177792,0.722511349362675
0.0268269579527973,0.718272137117296,0.721695157890455
0.0270329653476867,0.717458927515676,0.72087144463868
0.0272405546978177,0.716637910971243,0.72003967488941
0.0274497381512125,0.715812261520421,0.71920324088897
0.0276605279491791,0.714979143437842,0.718359117923941
0.0278729364270282,0.714138011078947,0.71750672448917
0.0280869760147949,0.713292925526026,0.716650341062356
0.0283026592379659,0.712440190415229,0.715786075618657
0.0285199987182124,0.711579233314961,0.71491332530429
0.0287390071741293,0.710715107434796,0.714037362760991
0.0289596974219789,0.709843121568031,0.713153295660807
0.0291820823764409,0.708962705923295,0.712260529173257
0.0294061750513688,0.708080018329172,0.711365439299002
0.0296319885605507,0.707189226849512,0.710461988957336
0.0298595361184771,0.706289798063228,0.709549624915888
0.0300888310411142,0.705389114389427,0.708635945091419
0.030319886746683,0.704480045289725,0.707713611385128
0.0305527167564447,0.703562131921128,0.706782150184813
0.0307873346954919,0.702644108840163,0.705850507308391
0.0310237542935457,0.701717376685842,0.704909875245872
0.0312619893857597,0.700781594209197,0.703959902764338
0.0315020539135289,0.699846983156299,0.70301101687071
0.0317439619253061,0.698903292641048,0.702052760052006
0.031987727577424,0.697950463791349,0.701085069831268
0.0322333651349232,0.696999997575646,0.700119638695358
0.0324808889723873,0.696040146729523,0.69914452242126
0.0327303135747842,0.69507123243648,0.698160044164976
0.0329816535383135,0.69410570057469,0.697178820847783
0.0332349235712605,0.693130583624776,0.696187704902758
0.0334901384948576,0.692146543955203,0.695187363561306
0.0337473132441509,0.691166937158773,0.694191302557882
0.0340064628688746,0.690177546985684,0.693185143549625
0.0342676025343316,0.689179446503883,0.692169966636722
0.0345307475222809,0.688186855785438,0.691160120814941
0.034795913231832,0.687184285844274,0.690139973992175
0.0350631151803459,0.686173295610663,0.689111093437298
0.0353323690043434,0.685168913621934,0.688088615273738
0.03560369046042,0.684154359320136,0.687055635768215
0.0358770954261678,0.683131758174924,0.68601428911679
0.0361525999011049,0.682116879943667,0.684980431287741
0.0364302200076116,0.681091639336843,0.683935874697676
0.036709971991874,0.680058814503082,0.682883405568713
0.0369918722248343,0.679034837408489,0.681839520788541
0.0372759372031494,0.678000311135153,0.680784742999134
0.0375621835501559,0.676958757958938,0.679722600660068
0.0378506280168428,0.675927180830985,0.678670140683368
0.0381412874828321,0.674884871256474,0.677606596847721
0.0384341789573666,0.673836192022291,0.676536334907125
0.0387293195803046,0.672798613356185,0.675476848578799
0.039026726623124,0.67175012269362,0.674406091118427
0.0393264174899318,0.670696024392079,0.673329365138561
0.0396284097184838,0.669654139470217,0.672264495368179
0.03993272098121,0.668601166943457,0.671188170971821
0.040239369086249,0.667543457846943,0.670106734894247
0.0405483719784904,0.666499054726837,0.669038214508282
0.0408597477406247,0.66544339249633,0.667958059930171
0.0411735145942015,0.664383977475528,0.666873761228206
0.0414896909006959,0.663338931698703,0.665803407525472
0.0418082951625827,0.66228245956083,0.664721244117779
0.0421293460244198,0.661223333943306,0.663636017500155
0.0424528622739386,0.660179601840895,0.662565725423298
0.0427788628431437,0.659124280508918,0.661483452272753
0.0431073668094211,0.658067522382994,0.66039931184675
0.0434383933966539,0.65702713284574,0.659331045596748
0.043771961976348,0.655974995704505,0.658250631145033
0.0441080920687653,0.654922756503424,0.657169660847204
0.044446803344066,0.653887801097141,0.656105443886767
0.0447881156234599,0.652840944273242,0.655028915866944
0.0451320488803663,0.651795437505577,0.653953258067206
0.0454786232415826,0.650768058755313,0.652895161280836
0.0458278589884624,0.649728629389254,0.651824594882007
0.0461797765581021,0.648692117305929,0.650756436941607
0.046534396544537,0.647674495045186,0.649706564902203
0.0468917396999466,0.646644677590553,0.648644068980887
0.0472518269358687,0.64561945568017,0.647585627687917
0.0476146793244232,0.644613791268056,0.646546102815479
0.0479803180995456,0.643595791697909,0.64549380404816
0.0483487646582291,0.642584170801404,0.644447307657996
0.048720040561777,0.641592669069094,0.643420252181103
0.0490941675370643,0.64058869679718,0.642380276965409
0.0494711674778094,0.639592982677036,0.641347944839708
0.0498510624458552,0.638617831501926,0.640335460386804
0.05023387467246,0.637630078888128,0.639309914398797
0.0506196265595985,0.636652549099513,0.638293933962218
0.051008340681273,0.635695896393648,0.637298078674541
0.0514000397848341,0.634726515676028,0.636289023976508
0.0517947467923121,0.63376939362387,0.635291524912646
0.0521924848017583,0.632833321641346,0.63431428799243
0.0525932770885967,0.631884399226861,0.633323717480275
0.0529971471069858,0.63094982520571,0.632346743092492
0.0534041184911917,0.63003632211004,0.631390016697517
0.0538142150569706,0.629109850047247,0.630419825953039
0.0542274608029629,0.628199849235033,0.629465301599145
0.0546438799120973,0.627310777829728,0.628530850023837
0.055063496753006,0.626408622468197,0.627582806443852
0.0554863358814509,0.625525069870994,0.626652505053513
0.0559124220417607,0.624662133525208,0.625741931314385
0.0563417801682784,0.623786001328705,0.62481764058738
0.056774435386821,0.62293058369629,0.623913145364561
0.0572104130161496,0.622095289562405,0.62302785523569
0.0576497385694511,0.62124669024219,0.622128725316312
0.0580924377558309,0.620420865139091,0.621251389844828
0.0585385364818182,0.619614484910321,0.62039255366734
0.058988060852881,0.618794692015928,0.619519756451564
0.0594410371749547,0.617999644419678,0.618670662556795
0.0598974919559807,0.617223172956608,0.617839175189971
0.0603574519074584,0.616433182400252,0.616993606377441
0.0608209439460079,0.615669779373519,0.616173520351321
0.0612879951949449,0.614923891859903,0.615369959908742
0.0617586329858686,0.614164378875011,0.614552197606849
0.0622328848602607,0.61343312310297,0.613761525636165
0.0627107785710972,0.612718131550744,0.612986111890788
0.0631923420844725,0.61198940703823,0.612196374886499
0.063677603581236,0.611290390461666,0.611435118878906
0.0641665914586411,0.610606200740753,0.61068767251634
0.0646593343320071,0.609908168153932,0.609925779423858
0.0651558610363938,0.609241027214007,0.609193494772714
0.0656562006282888,0.608587098262201,0.608473399100125
0.0661603823873079,0.607919212630236,0.607738729975925
0.0666684358179086,0.607283087218748,0.607034487392533
0.0671803906511166,0.606658394404728,0.606340654519522
0.0676962768462656,0.606019625589942,0.605632116961023
0.0682161245927508,0.60541312437414,0.604954470867833
0.0687399643117951,0.6048161296469,0.604285314888808
0.0692678266582298,0.604204932395767,0.603601317204374
